GAME_ID,GAME_DATE_EST,HOME_TEAM_ID,VISITOR_TEAM_ID,HOME_TEAM_SCORE,VISITOR_TEAM_SCORE
0022400427,,1610612737,1610612748,120,110
0022400428,,1610612766,1610612760,94,106
0022400429,,1610612764,1610612752,132,136
0022400430,,1610612741,1610612749,116,111
0022400431,,1610612744,1610612756,109,105
0022400432,,1610612743,1610612765,134,121
0022400433,,1610612762,1610612755,111,114
0022400434,,1610612757,1610612742,126,122
0022400435,,1610612747,1610612758,132,122
0022400436,,1610612753,1610612751,102,101
0022400437,,1610612738,1610612754,114,123
0022400438,,1610612761,1610612737,107,136
0022400439,,1610612745,1610612748,100,104
0022400440,,1610612760,1610612763,130,106
0022400441,,1610612750,1610612759,112,110
0022400442,,1610612766,1610612741,108,115
0022400443,,1610612764,1610612752,106,126
0022400444,,1610612740,1610612746,113,116
0022400445,,1610612762,1610612743,121,132
0022400446,,1610612744,1610612739,95,113
0022400447,,1610612757,1610612755,103,125
0022400448,,1610612758,1610612742,110,100
0022400449,,1610612738,1610612761,125,71
0022400450,,1610612754,1610612749,112,120
0022400451,,1610612759,1610612746,122,86
0022400452,,1610612760,1610612750,113,105
0022400453,,1610612756,1610612763,112,117
0022400454,,1610612747,1610612739,110,122
0022400455,,1610612765,1610612753,105,96
0022400456,,1610612764,1610612741,125,107
0022400457,,1610612748,1610612740,119,108
0022400458,,1610612752,1610612762,119,103
0022400459,,1610612761,1610612751,130,113
0022400460,,1610612745,1610612742,110,99
0022400461,,1610612743,1610612737,139,120
0022400462,,1610612758,1610612755,113,107
0022400463,,1610612748,1610612754,115,128
0022400464,,1610612750,1610612738,115,118
0022400465,,1610612749,1610612751,110,113
0022400466,,1610612760,1610612746,116,98
0022400467,,1610612744,1610612755,139,105
0022400468,,1610612747,1610612757,114,106
0022400469,,1610612765,1610612766,98,94
0022400470,,1610612761,1610612753,97,106
0022400471,,1610612745,1610612738,86,109
0022400472,,1610612740,1610612764,132,120
0022400473,,1610612760,1610612752,117,107
0022400474,,1610612742,1610612739,122,134
0022400475,,1610612743,1610612759,110,113
0022400476,,1610612758,1610612763,138,133
0022400477,,1610612747,1610612737,119,102
0022400478,,1610612751,1610612755,94,123
0022400479,,1610612765,1610612750,119,105
0022400480,,1610612754,1610612756,126,108
0022400481,,1610612748,1610612762,100,136
0022400482,,1610612741,1610612752,139,126
0022400483,,1610612749,1610612757,102,105
0022400484,,1610612759,1610612743,111,122
0022400485,,1610612744,1610612763,121,113
0022400486,,1610612746,1610612737,131,105
0022400487,,1610612760,1610612738,105,92
0022400488,,1610612739,1610612766,115,105
0022400489,,1610612764,1610612740,98,110
0022400490,,1610612753,1610612762,92,105
0022400491,,1610612745,1610612747,119,115
0022400492,,1610612744,1610612758,99,129
0022400493,,1610612765,1610612757,118,115
0022400494,,1610612755,1610612756,99,109
0022400495,,1610612751,1610612754,99,113
0022400496,,1610612752,1610612753,94,103
0022400497,,1610612761,1610612749,104,128
0022400498,,1610612741,1610612759,114,110
0022400499,,1610612763,1610612742,119,104
0022400500,,1610612750,1610612746,108,106
0022400501,,1610612758,1610612748,123,118
0022400502,,1610612766,1610612756,115,104
0022400503,,1610612764,1610612745,112,135
0022400504,,1610612742,1610612747,118,97
0022400505,,1610612740,1610612750,97,104
0022400506,,1610612762,1610612737,121,124
0022400507,,1610612743,1610612738,106,118
0022400508,,1610612744,1610612748,98,114
0022400509,,1610612739,1610612760,129,122
0022400510,,1610612754,1610612741,129,113
0022400512,,1610612755,1610612764,109,103
0022400511,,1610612752,1610612761,112,98
0022400513,,1610612751,1610612765,98,113
0022400514,,1610612740,1610612757,100,119
0022400515,,1610612743,1610612746,126,103
0022400516,,1610612749,1610612759,121,105
0022400517,,1610612739,1610612761,132,126
0022400518,,1610612765,1610612744,104,107
0022400519,,1610612753,1610612750,89,104
0022400521,,1610612742,1610612757,117,111
0022400520,,1610612763,1610612745,115,119
0022400522,,1610612756,1610612737,123,115
0022400523,,1610612762,1610612748,92,97
0022400525,,1610612754,1610612744,108,96
0022400526,,1610612753,1610612749,106,109
0022400527,,1610612755,1610612740,115,123
0022400528,,1610612738,1610612758,97,114
0022400529,,1610612752,1610612760,101,126
0022400530,,1610612741,1610612764,138,105
0022400531,,1610612743,1610612751,124,105
0022400533,,1610612756,1610612762,114,106
0022400534,,1610612765,1610612761,123,114
0022400535,,1610612750,1610612763,125,127
0022400536,,1610612757,1610612748,98,119
0022400539,,1610612752,1610612749,140,106
0022400540,,1610612742,1610612743,101,112
0022400541,,1610612741,1610612758,119,124
0022400542,,1610612738,1610612740,120,119
0022400543,,1610612739,1610612754,93,108
0022400544,,1610612753,1610612755,104,99
0022400545,,1610612764,1610612760,95,136
0022400546,,1610612762,1610612751,112,111
0022400547,,1610612756,1610612766,120,113
0022400548,,1610612764,1610612750,106,120
0022400549,,1610612752,1610612765,119,124
0022400550,,1610612761,1610612744,104,101
0022400551,,1610612745,1610612763,120,118
0022400552,,1610612747,1610612759,102,126
0022400553,,1610612746,1610612748,109,98
0022400554,,1610612754,1610612739,117,127
0022400555,,1610612755,1610612760,102,118
0022400556,,1610612737,1610612756,122,117
0022400557,,1610612741,1610612740,113,119
0022400558,,1610612749,1610612758,130,115
0022400559,,1610612742,1610612743,99,118
0022400560,,1610612757,1610612751,114,132
0022400561,,1610612755,1610612752,119,125
0022400562,,1610612761,1610612738,110,97
0022400563,,1610612741,1610612737,94,110
0022400564,,1610612749,1610612753,122,93
0022400566,,1610612740,1610612742,119,116
0022400567,,1610612759,1610612763,115,129
0022400568,,1610612743,1610612745,108,128
0022400569,,1610612762,1610612766,112,117
0022400565,,1610612750,1610612744,115,116
0022400570,,1610612747,1610612748,117,108
0022400571,,1610612746,1610612751,126,67
0022400572,,1610612765,1610612754,100,111
0022400573,,1610612764,1610612756,123,130
0022400574,,1610612760,1610612739,134,114
0022400575,,1610612757,1610612746,89,118
0022400576,,1610612758,1610612745,132,127
0022400577,,1610612738,1610612753,121,94
0022400578,,1610612752,1610612750,99,116
0022400579,,1610612748,1610612743,113,133
0022400580,,1610612749,1610612761,130,112
0022400581,,1610612740,1610612762,136,123
0022400584,,1610612741,1610612766,123,125
0022400583,,1610612742,1610612760,106,98
0022400582,,1610612759,1610612763,112,140
0022400585,,1610612747,1610612751,102,101
0022400586,,1610612765,1610612756,121,125
0022400587,,1610612738,1610612737,115,119
0022400588,,1610612754,1610612755,115,102
0022400589,,1610612744,1610612764,122,114
0022400590,,1610612750,1610612739,117,124
0022400591,,1610612757,1610612745,103,125
0022400592,,1610612748,1610612759,128,107
0022400593,,1610612753,1610612743,100,113
0022400594,,1610612749,1610612755,123,109
0022400595,,1610612760,1610612751,127,101
0022400596,,1610612746,1610612747,116,102
0022400597,,1610612757,1610612741,113,102
0022400598,,1610612758,1610612764,123,100
0022400599,,1610612766,1610612742,110,105
0022400600,,1610612745,1610612765,96,107
0022400601,,1610612763,1610612750,108,106
0022400602,,1610612752,1610612737,119,110
0022400603,,1610612739,1610612756,118,92
0022400604,,1610612744,1610612738,85,125
0022400605,,1610612740,1610612762,123,119
0022400611,,1610612746,1610612741,99,112
0022400606,,1610612751,1610612752,95,99
0022400607,,1610612748,1610612757,107,116
0022400608,,1610612761,1610612753,109,93
0022400609,,1610612743,1610612755,144,109
0022400610,,1610612747,1610612764,111,88
0022400612,,1610612737,1610612765,104,114
0022400613,,1610612751,1610612756,84,108
0022400614,,1610612742,1610612750,114,115
0022400615,,1610612745,1610612739,109,108
0022400616,,1610612763,1610612766,132,120
0022400618,,1610612760,1610612762,123,114
0022400619,,1610612758,1610612744,123,117
0022400620,,1610612746,1610612738,113,117
0022400621,,1610612754,1610612759,110,140
0022400622,,1610612753,1610612757,79,101
0022400623,,1610612737,1610612761,119,122
0022400625,,1610612760,1610612742,115,121
0022400624,,1610612749,1610612748,125,96
0022400626,,1610612743,1610612758,132,123
0022400628,,1610612744,1610612741,131,106
0022400629,,1610612747,1610612738,117,96
0022400983,,1610612746,1610612764,110,93
0022400630,,1610612766,1610612757,97,102
0022400631,,1610612755,1610612739,132,129
0022400632,,1610612763,1610612740,139,126
0022400633,,1610612759,1610612754,98,136
0022400634,,1610612750,1610612743,133,104
0022400635,,1610612742,1610612738,107,122
0022400636,,1610612751,1610612748,97,106
0022400637,,1610612766,1610612740,123,92
0022400638,,1610612753,1610612765,121,113
0022400639,,1610612737,1610612761,94,117
0022400640,,1610612739,1610612745,131,135
0022400641,,1610612752,1610612758,143,120
0022400642,,1610612741,1610612755,97,109
0022400643,,1610612763,1610612762,125,103
0022400644,,1610612744,1610612747,108,118
0022400645,,1610612756,1610612764,119,109
0022400646,,1610612746,1610612749,127,117
0022400647,,1610612757,1610612760,108,118
0022400648,,1610612766,1610612747,107,112
0022400649,,1610612739,1610612765,110,91
0022400650,,1610612738,1610612745,112,114
0022400651,,1610612751,1610612758,96,110
0022400652,,1610612748,1610612753,125,119
0022400653,,1610612752,1610612763,143,106
0022400654,,1610612761,1610612740,113,104
0022400655,,1610612741,1610612743,129,121
0022400656,,1610612750,1610612737,100,92
0022400657,,1610612742,1610612764,130,108
0022400658,,1610612762,1610612749,110,125
0022400659,,1610612756,1610612746,111,109
0022400532,,1610612737,1610612745,96,100
0022400660,,1610612755,1610612747,118,104
0022400661,,1610612744,1610612762,114,103
0022400662,,1610612757,1610612749,125,112
0022400663,,1610612766,1610612751,83,104
0022400664,,1610612754,1610612765,133,119
0022400665,,1610612764,1610612761,82,106
0022400666,,1610612738,1610612741,122,100
0022400667,,1610612748,1610612739,106,126
0022400668,,1610612752,1610612743,122,112
0022400669,,1610612755,1610612758,117,104
0022400670,,1610612740,1610612742,136,137
0022400671,,1610612759,1610612746,116,128
0022400672,,1610612756,1610612750,113,121
0022400673,,1610612744,1610612760,116,109
