GAME_ID,GAME_DATE_EST,HOME_TEAM_ID,VISITOR_TEAM_ID,HOME_TEAM_SCORE,VISITOR_TEAM_SCORE
0022400674,,1610612764,1610612747,96,134
0022400675,,1610612739,1610612737,137,115
0022400677,,1610612762,1610612750,113,138
0022400676,,1610612763,1610612745,120,119
0022400678,,1610612757,1610612753,119,90
0022400679,,1610612766,1610612746,104,112
0022400680,,1610612765,1610612742,117,102
0022400681,,1610612755,1610612743,134,137
0022400682,,1610612761,1610612741,106,122
0022400683,,1610612740,1610612738,116,118
0022400684,,1610612759,1610612749,144,118
0022400685,,1610612744,1610612756,105,130
0022400686,,1610612754,1610612737,132,127
0022400687,,1610612762,1610612753,113,99
0022400688,,1610612766,1610612743,104,107
0022400689,,1610612745,1610612751,98,110
0022400690,,1610612750,1610612764,103,105
0022400691,,1610612760,1610612758,144,110
0022400692,,1610612752,1610612747,112,128
0022400693,,1610612759,1610612748,103,105
0022400694,,1610612757,1610612756,127,108
0022400695,,1610612765,1610612741,127,119
0022400696,,1610612739,1610612742,144,101
0022400697,,1610612761,1610612746,115,108
0022400698,,1610612755,1610612738,110,118
0022400699,,1610612749,1610612763,119,132
0022400700,,1610612766,1610612764,114,124
0022400701,,1610612765,1610612737,130,132
0022400702,,1610612752,1610612745,124,118
0022400703,,1610612763,1610612759,128,109
0022400704,,1610612750,1610612758,114,116
0022400705,,1610612760,1610612749,125,96
0022400706,,1610612743,1610612740,125,113
0022400707,,1610612762,1610612754,111,112
0022400708,,1610612744,1610612753,104,99
0022400709,,1610612757,1610612756,121,119
0022400712,,1610612755,1610612742,118,116
0022400710,,1610612739,1610612738,105,112
0022400711,,1610612751,1610612745,99,97
0022400713,,1610612761,1610612752,115,121
0022400714,,1610612741,1610612748,133,124
0022400715,,1610612746,1610612747,97,122
0022400716,,1610612757,1610612754,112,89
0022400717,,1610612766,1610612749,102,112
0022400718,,1610612765,1610612739,115,118
0022400719,,1610612737,1610612759,125,126
0022400720,,1610612751,1610612764,102,119
0022400721,,1610612755,1610612748,101,108
0022400722,,1610612761,1610612763,107,138
0022400723,,1610612750,1610612741,127,108
0022400725,,1610612762,1610612744,131,128
0022400726,,1610612743,1610612740,144,119
0022400724,,1610612760,1610612756,140,109
0022400727,,1610612758,1610612753,111,130
0022400728,,1610612738,1610612742,120,127
0022400729,,1610612750,1610612745,127,114
0022400730,,1610612743,1610612753,112,90
0022400731,,1610612747,1610612744,120,112
0022400732,,1610612757,1610612758,108,102
0022400733,,1610612746,1610612754,112,119
0022400734,,1610612766,1610612759,117,116
0022400735,,1610612764,1610612739,124,134
0022400736,,1610612737,1610612749,115,110
0022400737,,1610612751,1610612748,102,86
0022400738,,1610612765,1610612755,125,112
0022400739,,1610612760,1610612761,121,109
0022400740,,1610612756,1610612762,135,127
0022400741,,1610612742,1610612745,116,105
0022400742,,1610612747,1610612754,124,117
0022400743,,1610612753,1610612759,112,111
0022400744,,1610612764,1610612737,111,125
0022400745,,1610612741,1610612744,111,132
0022400746,,1610612763,1610612760,112,125
0022400747,,1610612750,1610612757,114,98
0022400748,,1610612752,1610612738,104,131
0022400749,,1610612756,1610612743,105,122
0022400750,,1610612758,1610612740,123,118
0022400751,,1610612746,1610612762,130,110
0022400752,,1610612765,1610612766,112,102
0022400753,,1610612745,1610612761,94,87
0022400754,,1610612749,1610612755,135,127
0022400755,,1610612739,1610612750,128,107
0022400756,,1610612753,1610612737,106,112
0022400757,,1610612764,1610612759,121,131
0022400758,,1610612751,1610612766,97,89
0022400759,,1610612748,1610612738,85,103
0022400760,,1610612749,1610612744,111,125
0022400761,,1610612760,1610612740,137,101
0022400762,,1610612742,1610612758,128,129
0022400763,,1610612743,1610612757,146,117
0022400768,,1610612747,1610612762,132,113
0022400764,,1610612755,1610612761,103,106
0022400765,,1610612754,1610612752,115,128
0022400766,,1610612741,1610612765,92,132
0022400767,,1610612756,1610612763,112,119
0022400769,,1610612738,1610612759,116,103
0022400770,,1610612753,1610612766,102,86
0022400771,,1610612764,1610612754,130,134
0022400772,,1610612751,1610612755,100,96
0022400773,,1610612752,1610612737,149,148
0022400774,,1610612761,1610612739,108,131
0022400775,,1610612741,1610612765,110,128
0022400776,,1610612750,1610612749,101,103
0022400777,,1610612740,1610612758,111,119
0022400778,,1610612760,1610612748,115,101
0022400779,,1610612745,1610612756,119,111
0022400780,,1610612743,1610612757,132,121
0022400781,,1610612762,1610612747,131,119
0022400782,,1610612742,1610612744,111,107
0022400783,,1610612746,1610612763,128,114
0022400784,,1610612745,1610612744,98,105
0022400785,,1610612740,1610612758,140,133
0022400786,,1610612742,1610612748,118,113
0022400787,,1610612750,1610612760,116,101
0022401004,,1610612762,1610612746,116,120
0032400004,,1610616855,1610616856,40,34
0032400005,,1610616857,1610616858,39,40
0032400006,,1610616855,1610616858,25,14
0032400011,,1610616851,1610616853,41,32
0032400021,,1610616852,1610616854,42,35
0032400031,,1610616851,1610616852,25,41
0022400524,,1610612747,1610612766,97,100
0022400788,,1610612754,1610612763,127,113
0022400789,,1610612755,1610612738,104,124
0022400790,,1610612737,1610612753,108,114
0022400791,,1610612751,1610612739,97,110
0022400792,,1610612752,1610612741,113,111
0022400793,,1610612749,1610612746,116,110
0022400794,,1610612743,1610612766,129,115
0022400795,,1610612759,1610612756,120,109
0022400796,,1610612757,1610612747,102,110
0022400797,,1610612739,1610612752,142,105
0022400798,,1610612753,1610612763,104,105
0022400799,,1610612764,1610612749,101,104
0022400800,,1610612761,1610612748,111,120
0022400802,,1610612759,1610612765,110,125
0022400803,,1610612742,1610612740,111,103
0022400801,,1610612745,1610612750,121,115
0022400804,,1610612762,1610612760,107,130
0022400805,,1610612758,1610612744,108,132
0022400806,,1610612741,1610612756,117,121
0022400807,,1610612755,1610612751,103,105
0022400808,,1610612743,1610612747,100,123
0022400809,,1610612762,1610612745,124,115
0022400810,,1610612757,1610612766,141,88
0022400811,,1610612738,1610612752,118,105
0022400812,,1610612744,1610612742,126,102
0022400813,,1610612754,1610612746,129,111
0022400814,,1610612737,1610612765,143,148
0022400815,,1610612753,1610612764,110,90
0022400816,,1610612761,1610612756,127,109
0022400817,,1610612749,1610612748,120,113
0022400818,,1610612740,1610612759,114,96
0022400819,,1610612739,1610612763,129,123
0022400820,,1610612750,1610612760,123,130
0022400821,,1610612765,1610612746,106,97
0022400822,,1610612754,1610612743,116,125
0022400823,,1610612755,1610612741,110,142
0022400824,,1610612764,1610612751,107,99
0022400825,,1610612737,1610612748,98,86
0022400826,,1610612760,1610612750,128,131
0022400827,,1610612762,1610612757,112,114
0022400828,,1610612758,1610612766,130,88
0022400829,,1610612761,1610612738,101,111
0022400830,,1610612753,1610612739,82,122
0022400831,,1610612745,1610612749,100,97
0022400832,,1610612763,1610612756,151,148
0022400833,,1610612740,1610612759,109,103
0022400834,,1610612744,1610612766,128,92
0022400835,,1610612747,1610612742,107,99
0022400836,,1610612765,1610612738,117,97
0022400837,,1610612754,1610612761,111,91
0022400838,,1610612752,1610612755,110,105
0022400839,,1610612764,1610612757,121,129
0022400840,,1610612751,1610612760,121,129
0022400841,,1610612748,1610612737,131,109
0022400842,,1610612741,1610612746,117,122
0022400843,,1610612762,1610612758,101,118
0022400844,,1610612745,1610612759,118,106
0022400845,,1610612753,1610612744,115,121
0022400846,,1610612749,1610612743,121,112
0022400847,,1610612742,1610612766,103,96
0022400848,,1610612756,1610612740,116,124
0022400849,,1610612747,1610612750,111,102
0022400850,,1610612765,1610612743,119,134
0022400851,,1610612737,1610612760,119,135
0022400852,,1610612738,1610612739,116,123
0022400853,,1610612751,1610612757,102,121
0022400854,,1610612748,1610612754,125,120
0022400855,,1610612741,1610612761,125,115
0022400856,,1610612763,1610612752,113,114
0022400857,,1610612756,1610612740,125,108
0022400858,,1610612762,1610612750,117,116
0022400859,,1610612747,1610612746,106,102
0022400860,,1610612766,1610612764,100,113
0022400861,,1610612765,1610612751,115,94
0022400862,,1610612745,1610612758,103,113
0022400863,,1610612763,1610612759,128,130
0022400864,,1610612755,1610612744,126,119
0022400865,,1610612742,1610612749,117,132
0022400866,,1610612738,1610612743,110,103
0022400867,,1610612739,1610612757,133,129
0022400868,,1610612754,1610612741,127,112
0022400869,,1610612748,1610612752,112,116
0022400870,,1610612753,1610612761,102,104
0022400871,,1610612759,1610612760,132,146
0022400872,,1610612762,1610612740,121,128
0022400873,,1610612756,1610612750,98,116
0022400874,,1610612747,1610612746,108,102
0022400875,,1610612766,1610612744,101,119
0022400876,,1610612755,1610612757,102,119
0022400877,,1610612748,1610612764,106,90
0022400878,,1610612763,1610612737,130,132
0022400879,,1610612760,1610612745,137,128
0022400880,,1610612742,1610612758,98,122
0022400881,,1610612762,1610612765,106,134
0022400882,,1610612754,1610612745,115,102
0022400883,,1610612753,1610612761,113,114
0022400884,,1610612737,1610612749,121,127
0022400885,,1610612752,1610612744,102,114
0022400886,,1610612741,1610612739,117,139
0022400887,,1610612750,1610612755,126,112
0022400888,,1610612759,1610612751,127,113
0022400889,,1610612756,1610612746,119,117
0022400890,,1610612747,1610612740,136,115
0022400891,,1610612738,1610612757,128,118
0022400892,,1610612766,1610612750,110,125
0022400893,,1610612739,1610612748,112,107
0022400894,,1610612764,1610612762,125,122
0022400897,,1610612749,1610612742,137,107
0022400896,,1610612743,1610612758,116,110
0022400895,,1610612763,1610612760,103,120
0022400898,,1610612746,1610612765,123,115
0022400944,,1610612753,1610612741,123,125
0022400899,,1610612737,1610612754,124,118
0022400900,,1610612738,1610612755,123,105
0022400901,,1610612751,1610612744,119,121
0022400902,,1610612740,1610612745,97,109
0022400903,,1610612747,1610612752,113,109
0022400904,,1610612766,1610612739,117,118
0022400905,,1610612761,1610612762,118,109
0022400906,,1610612742,1610612763,111,122
0022400907,,1610612748,1610612750,104,106
0022400908,,1610612760,1610612757,107,89
0022400909,,1610612743,1610612756,149,141
0022400910,,1610612758,1610612759,127,109
0022400911,,1610612746,1610612752,105,95
0022400912,,1610612766,1610612751,105,102
0022400913,,1610612745,1610612740,146,117
0022400914,,1610612737,1610612754,120,118
0022400915,,1610612761,1610612764,117,118
0022400916,,1610612748,1610612741,109,114
0022400917,,1610612749,1610612753,109,111
0022400918,,1610612738,1610612747,111,101
0022400919,,1610612744,1610612765,115,110
0022400920,,1610612760,1610612743,127,103
0022400921,,1610612742,1610612756,116,125
0022400923,,1610612740,1610612763,104,107
0022400924,,1610612755,1610612762,126,122
0022400922,,1610612749,1610612739,100,112
0022400925,,1610612750,1610612759,141,124
0022400926,,1610612757,1610612765,112,119
0022400927,,1610612746,1610612758,111,110
0022400928,,1610612737,1610612755,132,123
0022400929,,1610612738,1610612762,114,108
0022400930,,1610612751,1610612747,111,108
0022400931,,1610612748,1610612766,102,105
0022400932,,1610612761,1610612764,119,104
0022400933,,1610612741,1610612754,121,103
0022400934,,1610612745,1610612753,97,84
0022400935,,1610612763,1610612756,120,118
0022400936,,1610612760,1610612743,127,140
0022400937,,1610612759,1610612742,129,133
0022400938,,1610612744,1610612757,130,120
0022400939,,1610612758,1610612752,104,133
0022400940,,1610612739,1610612751,109,104
0022400941,,1610612765,1610612764,123,103
0022400942,,1610612754,1610612749,115,114
0022400943,,1610612740,1610612746,127,120
0022400945,,1610612737,1610612766,123,110
0022400946,,1610612738,1610612760,112,118
0022400947,,1610612761,1610612755,118,105
0022400948,,1610612748,1610612746,104,119
0022400949,,1610612745,1610612756,111,104
0022400950,,1610612763,1610612762,122,115
0022400951,,1610612759,1610612742,126,116
0022400952,,1610612743,1610612750,95,115
0022400953,,1610612757,1610612752,113,114
0022400954,,1610612765,1610612764,125,129
0022400955,,1610612749,1610612747,126,106
0022400956,,1610612741,1610612751,116,110
0022401141,,1610612740,1610612753,93,113
0022400957,,1610612744,1610612758,130,104
0022400958,,1610612748,1610612738,91,103
0022400959,,1610612755,1610612754,100,112
0022400960,,1610612737,1610612746,98,121
0022400961,,1610612745,1610612742,133,96
0022400962,,1610612763,1610612739,124,133
0022400963,,1610612750,1610612753,118,111
0022400964,,1610612759,1610612766,134,145
0022400965,,1610612743,1610612747,131,126
0022400966,,1610612762,1610612761,118,126
0022400967,,1610612756,1610612758,122,106
0022400968,,1610612751,1610612738,113,115
0022400969,,1610612765,1610612760,107,113
0022400970,,1610612745,1610612741,117,114
0022400971,,1610612763,1610612748,125,91
0022400972,,1610612749,1610612754,126,119
0022400973,,1610612759,1610612740,119,115
0022400974,,1610612744,1610612752,97,94
0022400975,,1610612743,1610612764,123,126
0022400976,,1610612742,1610612755,125,130
0022400979,,1610612739,1610612753,103,108
0022400977,,1610612747,1610612756,107,96
0022400978,,1610612751,1610612737,122,114
0022400980,,1610612757,1610612761,105,102
0022400538,,1610612746,1610612766,123,88
0022400981,,1610612750,1610612762,128,102
0022400982,,1610612749,1610612760,105,121
0022400984,,1610612752,1610612748,116,95
0022400985,,1610612745,1610612755,144,137
0022400986,,1610612750,1610612754,130,132
0022400987,,1610612740,1610612765,81,127
0022400989,,1610612762,1610612741,97,111
0022400990,,1610612744,1610612743,105,114
0022400991,,1610612756,1610612761,129,89
0022400992,,1610612758,1610612763,132,122
0022400995,,1610612757,1610612764,112,97
0022400537,,1610612747,1610612759,125,109
0022400993,,1610612766,1610612737,102,134
0022400994,,1610612738,1610612751,104,96
0022401012,,1610612744,1610612749,104,93
0022400997,,1610612746,1610612739,132,119
0022400998,,1610612754,1610612742,135,131
0022400999,,1610612753,1610612745,108,116
0022401000,,1610612748,1610612765,113,116
0022401001,,1610612750,1610612740,115,119
0022401002,,1610612760,1610612755,133,100
0022401003,,1610612759,1610612752,120,105
0022400627,,1610612762,1610612764,128,112
0022401006,,1610612747,1610612743,120,108
0022401007,,1610612756,1610612741,127,121
0022401008,,1610612757,1610612763,115,99
0022401009,,1610612758,1610612739,123,119
0022401010,,1610612766,1610612752,115,98
0022401011,,1610612754,1610612751,105,99
0022401005,,1610612744,1610612761,117,114
0022401013,,1610612758,1610612741,116,128
0022400996,,1610612747,1610612749,89,118
0022401014,,1610612764,1610612753,105,120
0022401015,,1610612748,1610612745,98,102
0022401016,,1610612750,1610612740,134,93
0022401017,,1610612760,1610612766,141,106
0022401018,,1610612759,1610612755,128,120
0022401019,,1610612742,1610612765,123,117
0022401020,,1610612762,1610612738,99,121
0022401021,,1610612756,1610612739,123,112
0022401022,,1610612757,1610612743,128,109
0022401023,,1610612746,1610612763,128,108
0022401024,,1610612754,1610612751,108,103
0022401025,,1610612737,1610612744,124,115
0022401026,,1610612752,1610612764,122,103
0022401027,,1610612758,1610612749,108,114
0022401028,,1610612747,1610612741,115,146
0022401029,,1610612765,1610612740,136,130
0022401030,,1610612762,1610612739,91,120
0022401031,,1610612737,1610612755,132,119
0022401032,,1610612748,1610612766,122,105
0022401033,,1610612761,1610612759,89,123
0022401034,,1610612757,1610612738,116,129
0022401035,,1610612745,1610612743,111,116
0022401036,,1610612746,1610612760,101,103
0022401037,,1610612754,1610612750,119,103
0022401038,,1610612753,1610612747,118,106
0022401039,,1610612764,1610612761,104,112
0022401040,,1610612751,1610612742,101,120
0022401041,,1610612740,1610612755,112,99
0022401042,,1610612743,1610612741,119,129
0022401043,,1610612756,1610612749,108,106
0022401044,,1610612758,1610612738,95,113
0022401045,,1610612766,1610612753,104,111
0022401046,,1610612765,1610612759,122,96
0022401047,,1610612748,1610612744,112,86
0022401048,,1610612752,1610612742,128,113
0022401049,,1610612745,1610612737,121,114
0022401050,,1610612762,1610612763,103,140
0022401051,,1610612757,1610612739,111,122
0022401052,,1610612758,1610612760,105,121
0022401053,,1610612755,1610612764,114,119
0022401054,,1610612751,1610612761,86,116
0022401055,,1610612754,1610612747,119,120
0022401056,,1610612752,1610612746,113,126
0022401057,,1610612743,1610612749,127,117
0022401058,,1610612756,1610612738,102,132
0022401059,,1610612739,1610612759,124,116
0022401060,,1610612753,1610612742,92,101
0022401061,,1610612764,1610612754,109,162
0022401062,,1610612748,1610612737,122,112
0022401063,,1610612741,1610612747,119,117
0022401064,,1610612760,1610612763,125,104
0022401065,,1610612762,1610612745,110,121
0022401066,,1610612758,1610612757,128,107
0022401067,,1610612765,1610612739,133,122
0022401068,,1610612751,1610612746,100,132
0022401069,,1610612761,1610612766,108,97
0022401070,,1610612749,1610612752,107,116
0022401071,,1610612750,1610612756,124,109
0022401072,,1610612740,1610612744,95,111
0022401073,,1610612743,1610612762,129,93
0022401074,,1610612753,1610612758,121,91
0022401075,,1610612764,1610612751,112,115
0022401076,,1610612755,1610612748,95,118
0022401077,,1610612741,1610612742,119,120
0022401078,,1610612763,1610612747,127,134
0022401079,,1610612760,1610612754,132,111
0022401080,,1610612759,1610612738,111,121
0022401081,,1610612739,1610612746,127,122
0022401082,,1610612752,1610612757,110,93
0022401083,,1610612749,1610612737,124,145
0022401084,,1610612750,1610612765,123,104
0022401085,,1610612740,1610612766,98,94
0022401086,,1610612759,1610612744,106,148
0022401087,,1610612755,1610612761,109,127
0022401088,,1610612756,1610612745,109,148
0022401089,,1610612766,1610612762,110,106
0022401090,,1610612754,1610612758,111,109
0022401091,,1610612753,1610612746,87,96
0022401092,,1610612764,1610612748,94,120
0022401093,,1610612763,1610612738,103,117
0022401094,,1610612760,1610612741,145,117
0022401095,,1610612742,1610612751,109,113
0022401096,,1610612747,1610612745,104,98
0022401097,,1610612737,1610612757,113,127
0022401098,,1610612752,1610612755,105,91
0022401101,,1610612749,1610612756,133,123
0022400988,,1610612759,1610612753,105,116
0022401099,,1610612741,1610612761,137,118
0022401100,,1610612763,1610612744,125,134
0022401102,,1610612743,1610612750,139,140
0022401103,,1610612739,1610612752,124,105
0022401104,,1610612754,1610612766,119,105
0022401105,,1610612764,1610612758,116,111
0022401106,,1610612738,1610612748,103,124
0022401107,,1610612745,1610612762,143,105
0022401109,,1610612742,1610612737,120,118
0022401110,,1610612743,1610612759,106,113
0022401108,,1610612760,1610612765,119,103
0022401111,,1610612746,1610612740,114,98
0022401112,,1610612764,1610612753,97,109
0022401115,,1610612755,1610612749,113,126
0022401113,,1610612751,1610612750,90,105
0022401114,,1610612748,1610612763,108,110
0022401116,,1610612761,1610612757,103,112
0022401117,,1610612747,1610612744,116,123
0022401118,,1610612766,1610612758,102,125
0022401119,,1610612754,1610612762,140,112
0022401120,,1610612738,1610612756,123,103
0022401121,,1610612761,1610612765,105,117
0022401122,,1610612741,1610612757,118,113
0022401123,,1610612745,1610612760,125,111
0022401124,,1610612759,1610612739,113,114
0022401125,,1610612744,1610612743,118,104
0022401126,,1610612747,1610612740,124,108
0022401127,,1610612746,1610612742,114,91
0022401128,,1610612737,1610612752,105,121
0022401129,,1610612765,1610612763,103,109
0022401130,,1610612755,1610612750,109,114
0022401131,,1610612748,1610612749,115,121
0022401132,,1610612746,1610612742,135,104
0022401133,,1610612766,1610612741,117,131
0022401134,,1610612751,1610612761,109,120
0022401135,,1610612760,1610612747,99,126
0022401136,,1610612737,1610612762,147,134
0022401137,,1610612738,1610612764,124,90
0022401138,,1610612739,1610612758,113,120
0022401139,,1610612757,1610612759,120,109
0022401140,,1610612752,1610612756,112,98
0022401142,,1610612743,1610612754,120,125
0022400617,,1610612740,1610612749,107,111
0022401143,,1610612744,1610612745,96,106
0022401144,,1610612765,1610612758,117,127
0022401145,,1610612748,1610612755,117,105
0022401146,,1610612766,1610612763,100,124
0022401147,,1610612739,1610612741,135,113
0022401148,,1610612754,1610612764,104,98
0022401149,,1610612753,1610612737,119,112
0022401150,,1610612751,1610612740,119,114
0022401151,,1610612752,1610612738,117,119
0022401152,,1610612749,1610612750,110,103
0022401153,,1610612760,1610612747,136,120
0022401154,,1610612756,1610612744,95,133
0022401155,,1610612746,1610612759,122,117
0022401156,,1610612753,1610612738,96,76
0022401157,,1610612764,1610612755,103,122
0022401158,,1610612761,1610612766,126,96
0022401159,,1610612742,1610612747,97,112
0022401160,,1610612741,1610612748,119,111
0022401162,,1610612762,1610612757,133,126
0022401163,,1610612744,1610612759,111,114
0022401164,,1610612756,1610612760,112,125
0022401165,,1610612758,1610612743,116,124
0022401166,,1610612746,1610612745,134,117
0022401167,,1610612765,1610612752,115,106
0022401168,,1610612754,1610612739,114,112
0022401169,,1610612751,1610612737,109,133
0022401161,,1610612749,1610612740,136,111
0022401170,,1610612763,1610612750,125,141
0022401171,,1610612765,1610612749,119,125
0022401172,,1610612754,1610612753,115,129
0022401173,,1610612755,1610612737,110,124
0022401174,,1610612738,1610612766,130,94
0022401175,,1610612752,1610612739,102,108
0022401176,,1610612741,1610612764,119,89
0022401177,,1610612740,1610612748,104,153
0022401178,,1610612742,1610612761,124,102
0022401179,,1610612750,1610612751,117,91
0022401180,,1610612743,1610612763,117,109
0022401181,,1610612762,1610612760,111,145
0022401182,,1610612756,1610612759,117,98
0022401183,,1610612757,1610612744,86,103
0022401184,,1610612758,1610612746,100,101
0022401185,,1610612747,1610612745,140,109
0022401186,,1610612737,1610612753,117,105
0022401187,,1610612738,1610612766,93,86
0022401188,,1610612751,1610612752,105,113
0022401189,,1610612739,1610612754,118,126
0022401190,,1610612748,1610612764,118,119
0022401191,,1610612755,1610612741,102,122
0022401192,,1610612749,1610612765,140,133
0022401193,,1610612745,1610612743,111,126
0022401194,,1610612763,1610612742,132,97
0022401195,,1610612750,1610612762,116,105
0022401196,,1610612740,1610612760,100,115
0022401197,,1610612759,1610612761,125,118
0022401198,,1610612744,1610612746,119,124
0022401199,,1610612757,1610612747,109,81
0022401200,,1610612758,1610612756,109,98
0052400101,,1610612753,1610612737,120,95
0052400121,,1610612744,1610612763,121,116
0052400111,,1610612741,1610612748,90,109
0052400131,,1610612758,1610612742,106,120
